PRT_ID,AREA,INT_SQFT,DATE_SALE,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,INF_PRICE,1+0.04,"POWER(Z,Y)",SALES_PRICE
P01052,Chrompet,702,23-01-2013,1,1,2,Ab Normal,No,28-01-1996,House,AllPub,Paved,RH,3.6,2.7,3.6,3.24,205995,90123,9162356.296,1.04,1.423311812,6437350
P04476,Karapakkam,613,23-08-2010,1,1,2,Normal Sale,No,27-08-1993,House,AllPub,Gravel,A,3.8,3.8,3.1,3.52,152162,88094,6410933.261,1.04,1.601032219,4004250
P01085,Anna Nagar,1896,7/1/2013,2,1,5,Normal Sale,No,14-01-1985,Commercial,AllPub,Paved,RL,2.3,3.7,2.6,2.77,682594,393009,29440720.91,1.04,1.423311812,20684660
P05725,Karapakkam,833,3/1/2010,1,1,2,Normal Sale,No,14-01-1967,Others,AllPub,No Access,A,2.2,4.5,4.4,3.77,163356,58808,5230772.387,1.04,1.601032219,3267125
P06433,KK Nagar,2047,20-08-2009,3,2,5,Family,No,22-08-2001,Others,NoSewer ,Gravel,RM,3.9,2.2,3.4,3.19,508503,272855,20651074.17,1.04,1.665073507,12402500
P06015,Karapakkam,1184,9/11/2009,1,1,3,Family,No,16-11-1982,House,ELO,No Access,A,3.3,4.9,2.3,3.38,170696,68279,6316040.082,1.04,1.665073507,3793250
P09464,Velachery,1733,24-11-2006,2,1,4,Ab Normal,No,7/12/1952,Commercial,NoSewer ,No Access,A,3.3,3.7,2.3,3.18,341368,88095,20625044.72,1.04,1.872981246,11011880
P07131,KK Nagar,2058,12/2/2009,4,2,6,Normal Sale,No,14-02-2004,Commercial,NoSewer ,Gravel,RL,3,2.4,4.5,3.42,717230,170769,28434293.78,1.04,1.665073507,17076900
P08797,Chrompet,809,14-08-2007,1,1,3,Ab Normal,No,21-08-1978,House,AllPub,Paved,RL,2.4,4.7,2.4,3.32,242482,29392,13233242.83,1.04,1.800943506,7347950
P06155,KK Nagar,1335,12/10/2009,2,1,4,Ab Normal,No,14-10-2001,House,NoSewer ,Gravel,RL,4,2.1,4.9,3.79,279625,207464,15019229.45,1.04,1.665073507,9020160
P04906,Karapakkam,652,6/6/2010,1,1,2,Family,No,15-06-1975,Others,AllPub,No Access,RL,3.1,2.3,2.7,2.7,244500,40750,8155257.863,1.04,1.601032219,5093750
P02181,Karapakkam,1477,22-11-2011,2,2,4,Adj Land,No,25-11-1998,House,ELO,Paved,RH,2.6,3.2,4.5,3.54,368892,169076,11831089.29,1.04,1.539454056,7685250
P03276,Velachery,1819,21-04-2011,3,2,5,Partial,No,29-04-1976,Others,NoSewer ,Paved,C,3,2.6,2.6,2.7,310069,175985,12901009.86,1.04,1.539454056,8380250
P01405,Anna Nagar,1599,31-05-2012,1,1,4,Normal Sale,No,10/6/1973,House,ELO,Gravel,RL,2.4,4.1,3.2,3.145,341746,125307,16862247.18,1.04,1.480244285,11391530
P03687,Chrompet,941,31-01-2011,1,1,3,Adj Land,No,8/2/1978,Others,NoSewer ,Gravel,RM,4.1,3.6,3.8,3.81,261795,77569,14926731.26,1.04,1.539454056,9696120
P07810,Chrompet,1198,25-07-2008,1,1,3,Ab Normal,No,4/8/1969,House,NoSewer ,Paved,RM,2.8,4.5,2.2,3.3,288661,81186,15620847.15,1.04,1.731676448,9020650
P04258,Karapakkam,1678,4/10/2010,2,2,4,Normal Sale,No,16-10-1963,Others,NoSewer ,No Access,I,2.2,4.3,4.1,3.59,236793,169138,10831783.47,1.04,1.601032219,6765500
P08132,Adyar,1023,13-04-2008,1,1,3,Adj Land,No,16-04-1998,Others,AllPub,Paved,I,4.7,3.9,4.8,4.59,265436,8848,15321613.46,1.04,1.731676448,8847850
P04691,Karapakkam,774,17-07-2010,1,1,2,Normal Sale,No,22-07-1989,House,ELO,Gravel,C,2.9,4.3,2,2.96,196843,86977,7329125.239,1.04,1.601032219,4577750
P09453,Chrompet,1032,30-11-2006,1,1,3,Normal Sale,No,8/12/1973,Commercial,NoSewer ,Gravel,RH,2.1,3.4,3,2.89,373758,140159,21876327.3,1.04,1.872981246,11679950
P05647,Karapakkam,974,18-01-2010,1,1,3,Partial,No,29-01-1968,House,NoSewer ,Paved,RL,4.1,3.3,2.5,3.22,259182,123701,9430880.283,1.04,1.601032219,5890500
P03983,Karapakkam,931,30-11-2010,1,1,3,Family,No,6/12/1985,House,ELO,Paved,I,4.7,5,4.9,,169826,82340,8239312.055,1.04,1.601032219,5146250
P08454,Chrompet,843,26-12-2007,1,1,3,Family,No,28-12-1996,Others,NoSewer ,No Access,RL,3.9,3.7,2,3.25,191328,44153,13252711.03,1.04,1.800943506,7358760
P00821,Chrompet,736,3/7/2013,1,1,2,Ab Normal,No,10/7/1985,Commercial,NoSewer ,Gravel,RH,4.7,3.3,2,3.33,301939,94356,13429800.94,1.04,1.423311812,9435600
P03428,Velachery,1596,29-03-2011,2,1,4,Partial,No,30-03-2005,Commercial,ELO,Gravel,C,3.9,4.3,2.1,3.54,426242,200584,19299396.57,1.04,1.539454056,12536520
P01711,Karapakkam,1368,22-02-2012,2,2,4,Normal Sale,No,6/3/1962,House,AllPub,No Access,I,2.4,2.1,2.7,2.43,195498,103180,8038466.589,1.04,1.480244285,5430500
P02571,Anna Nagar,1544,10/9/2011,1,1,4,Adj Land,No,18-09-1976,Others,NoSewer ,Gravel,RM,3.3,3.4,3,3.205,423737,105934,20385096.54,1.04,1.539454056,13241770
P07776,KK Nagar,1486,7/8/2008,2,1,4,Ab Normal,No,9/8/2003,Commercial,NoSewer ,Paved,RH,3.4,4.9,3.1,3.73,439240,213345,21732019.91,1.04,1.731676448,12549700
P00664,Chrompet,1285,30-10-2013,2,1,4,Ab Normal,No,6/11/1987,Others,NoSewer ,No Access,RL,3.8,3,3,3.24,288856,55908,13262348.3,1.04,1.423311812,9317950
P07861,KK Nagar,2218,10/7/2008,3,2,5,Adj Land,No,14-07-1993,Others,NoSewer ,Gravel,RL,3.6,4.9,2.4,3.51,381938,152775,22046423.09,1.04,1.731676448,12731260
P02298,Anna Nagar,1561,29-10-2011,1,1,4,Ab Normal,No,2/11/1994,House,NoSewer ,Paved,RL,2.7,5,2.9,3.355,351093,203861,17435225.47,1.04,1.539454056,11325590
P04865,Karapakkam,792,15-06-2010,1,1,2,Family,No,27-06-1960,Others,ELO,Gravel,C,3.8,3.7,2.2,3.13,129465,90626,6909254.539,1.04,1.601032219,4315500
P07444,Adyar,1212,7/11/2008,2,2,4,Ab Normal,No,13-11-1984,House,NoSewer ,Paved,RH,4.2,4.1,4.6,4.38,286674,98544,15513327.36,1.04,1.731676448,8958560
P06206,T Nagar,1977,6/10/2009,2,1,5,Ab Normal,No,14-10-1976,House,ELO,No Access,RL,2.9,3,2.6,2.79,327617,194143,20203935.33,1.04,1.665073507,12133960
P09015,Anna Nagar,1965,13-05-2007,2,1,5,Partial,No,18-05-1985,Commercial,NoSewer ,Gravel,RM,4.4,4.5,4.5,4.465,644310,199958,40012624.42,1.04,1.800943506,22217590
P04544,Karapakkam,775,11/8/2010,1,1,2,Normal Sale,No,23-08-1961,House,NoSewer ,Paved,RH,4.2,3.6,3.6,3.78,249063,59775,7975141.739,1.04,1.601032219,4981250
P04124,KK Nagar,1696,2/11/2010,2,1,4,Ab Normal,No,8/11/1985,Others,NoSewer ,Paved,RH,4,2.5,4.3,3.67,409359,232591,14895395.37,1.04,1.601032219,9303620
P09563,Chrompet,833,10/10/2006,1,1,3,Partial,No,11/10/2001,Commercial,NoSewer ,Paved,RH,4.3,2,2,2.69,276935,138468,18524814.66,1.04,1.872981246,9890550
P02402,Velachery,1966,11/10/2011,3,2,5,Ab Normal,No,13-10-2001,Commercial,AllPub,Paved,RH,2.2,2.7,2.7,2.58,508782,238492,24476472.8,1.04,1.539454056,15899450
P03193,Chrompet,871,8/5/2011,1,1,3,Ab Normal,No,11/5/1997,Others,NoSewer ,Gravel,RM,4,3.6,4.4,3.96,263614,65903,14493605.87,1.04,1.539454056,9414770
P00228,T Nagar,1885,8/9/2014,2,1,5,Normal Sale,No,13-09-1993,Commercial,ELO,No Access,RM,2.4,4,3.5,3.295,803512,370852,28196450.23,1.04,1.36856905,20602870
P08591,Chrompet,1115,28-10-2007,1,1,3,Partial,No,6/11/1969,Commercial,NoSewer ,Paved,RL,3.7,4.7,3.5,4.04,365445,48726,21938193.31,1.04,1.800943506,12181500
P07180,Chrompet,919,27-01-2009,1,1,3,Adj Land,No,30-01-1997,Commercial,AllPub,Paved,RH,2.9,4.5,3.7,3.78,317425,102029,18876272.32,1.04,1.665073507,11336600
P05223,Karapakkam,883,7/4/2010,1,1,2,Partial,No,13-04-1985,Others,NoSewer ,No Access,C,4.9,4.4,4.2,4.47,182222,52642,6483179.84,1.04,1.601032219,4049375
P02727,Velachery,1869,10/8/2011,3,2,5,Normal Sale,No,11/8/2006,Others,AllPub,Gravel,RL,2.5,2.2,4.2,2.88,412454,176766,18141542.38,1.04,1.539454056,11784400
P09126,Velachery,1625,30-03-2007,2,1,4,Adj Land,No,1/4/1997,Commercial,AllPub,Paved,RH,2.7,3,5,3.53,496928,241365,25569705.84,1.04,1.800943506,14197950
P03648,Chrompet,1279,8/2/2011,2,1,4,Adj Land,No,14-02-1987,Others,ELO,Gravel,RM,3.2,3.1,4.7,3.61,325972,67443,17304125.56,1.04,1.539454056,11240430
P08360,T Nagar,1544,31-01-2008,1,1,4,Normal Sale,No,4/2/1992,House,AllPub,No Access,RM,4.6,3.1,3,3.505,289167,115667,20029730.02,1.04,1.731676448,11566670
P02910,Karapakkam,1230,30-06-2011,1,1,3,Family,No,1/7/2006,Others,ELO,Paved,A,4.5,2.4,4.9,4.03,266364,103284,8368472.25,1.04,1.539454056,5436000
P09035,Anna Nagar,1628,6/5/2007,1,1,4,Ab Normal,No,9/5/1994,Others,ELO,Gravel,RL,2.5,4.2,5,3.925,366471,78530,23571198.84,1.04,1.800943506,13088250
P03459,KK Nagar,2016,23-03-2011,3,2,5,Adj Land,No,25-03-2003,House,NoSewer ,Gravel,RL,2.1,4,4.4,3.59,375374,125125,17511228.31,1.04,1.539454056,11374960
P06711,Adyar,779,18-06-2009,1,1,2,Adj Land,No,27-06-1972,Others,AllPub,Gravel,A,2.2,2.5,2.3,2.31,208990,18440,10234798.91,1.04,1.665073507,6146755
P02988,Karapakkam,579,17-06-2011,1,1,2,Family,No,20-06-1999,House,AllPub,Gravel,RH,4.4,2.5,3.4,3.43,274056,51386,8789512.935,1.04,1.539454056,5709500
P07930,KK Nagar,2289,21-06-2008,4,2,6,Family,No,27-06-1986,Commercial,NoSewer ,Gravel,RM,4.3,4.3,4.1,4.22,854535,390114,32169076.3,1.04,1.731676448,18576840
P06504,T Nagar,1934,4/8/2009,2,1,5,Normal Sale,No,6/8/2000,Commercial,AllPub,No Access,RM,2.1,2,2.8,2.39,707773,343163,35711963.76,1.04,1.665073507,21447680
P08874,Velachery,1972,15-07-2007,3,2,5,Family,No,19-07-1989,House,AllPub,Gravel,RM,4,2,4.3,3.19,459010,91802,20666294.97,1.04,1.800943506,11475260
P01060,Anna Nagar,1606,18-01-2013,1,1,4,Normal Sale,No,22-01-1998,House,ELO,No Access,RM,4.6,3,3.2,3.64,378045,103103,16305317.79,1.04,1.423311812,11455900
P08481,T Nagar,1908,16-12-2007,2,1,5,Partial,No,21-12-1984,Commercial,ELO,Paved,RL,3,4.2,4.3,3.885,611940,203980,36735663.63,1.04,1.800943506,20398010
P00095,Chrompet,741,16-12-2014,1,1,2,Ab Normal,No,24-12-1982,Commercial,ELO,No Access,RH,3,5,2,3.5,264275,41293,11302464.36,1.04,1.36856905,8258600
P08439,Chrompet,1121,31-12-2007,1,1,3,Adj Land,No,10/1/1968,House,ELO,No Access,RH,2.1,4.8,2.6,3.33,214830,93093,12896556.44,1.04,1.800943506,7161000
P09004,Velachery,1528,17-05-2007,2,1,4,Family,No,29-05-1957,Others,ELO,Gravel,A,4.2,4.3,5,4.49,262180,56688,12761395.63,1.04,1.800943506,7085950
P04237,Adyar,955,9/10/2010,1,1,3,Ab Normal,No,12/10/1997,Others,ELO,Paved,RM,2.1,2.5,4.5,3.38,315226,19105,15293532.06,1.04,1.601032219,9552295
P00778,Chrompet,802,29-07-2013,1,1,3,Normal Sale,No,5/8/1985,Others,ELO,Gravel,RL,3.8,3.5,2.3,3.23,264750,24068,11418860.61,1.04,1.423311812,8022740
P08723,Adyar,1155,9/9/2007,1,1,3,Family,No,14-09-1984,Commercial,ELO,No Access,RM,2.3,2.3,5,3.65,457917,134681,24255368.27,1.04,1.800943506,13468145
P06771,KK Nagar,2258,30-05-2009,4,2,6,Normal Sale,No,4/6/1989,Commercial,NoSewer ,Paved,RL,2.6,4.6,4.5,3.96,693848,312232,28882698.07,1.04,1.665073507,17346200
P08805,Chrompet,947,12/8/2007,1,1,3,Ab Normal,No,15-08-1995,House,NoSewer ,Gravel,RM,2.3,4,3.4,3.31,226515,90606,16317628.73,1.04,1.800943506,9060600
P05127,T Nagar,1713,25-04-2010,1,1,4,Adj Land,No,2/5/1980,Others,AllPub,No Access,RL,2.2,3.2,2.7,2.675,382009,203738,20386967.9,1.04,1.601032219,12733640
P01832,Chrompet,886,31-01-2012,1,1,3,Partial,No,2/2/2003,Commercial,NoSewer ,Paved,RH,3.5,4.9,3.4,4.03,300276,93189,15326967.41,1.04,1.480244285,10354350
P07551,KK Nagar,2122,6/10/2008,3,2,5,Ab Normal,No,11/10/1988,Commercial,NoSewer ,Paved,RM,3.8,2.8,4.6,3.82,566135,308801,29707948.46,1.04,1.731676448,17155600
P05013,Karapakkam,980,17-05-2010,1,1,3,Ab Normal,No,26-05-1974,Others,NoSewer ,Paved,RH,3.2,4.2,4.3,3.94,272118,68030,9901583.756,1.04,1.601032219,6184500
P02347,KK Nagar,2079,20-10-2011,3,2,5,Adj Land,No,26-10-1984,Commercial,NoSewer ,Gravel,RM,3.8,2.2,3.9,3.36,563006,228721,27085062.3,1.04,1.539454056,17593940
P03126,Karapakkam,1377,22-05-2011,2,2,4,Normal Sale,No,31-05-1974,House,ELO,Paved,I,4,4.7,2.3,3.53,256211,115905,9391054.607,1.04,1.539454056,6100250
P04777,KK Nagar,2363,2/7/2010,4,2,6,Family,No,7/7/1991,Commercial,NoSewer ,Gravel,RL,3.5,4.9,4.6,4.36,756744,184572,29550539.84,1.04,1.601032219,18457180
P05109,Karapakkam,1179,29-04-2010,1,1,3,Adj Land,No,2/5/1997,House,AllPub,No Access,I,2.6,4.2,2.1,2.88,281964,99862,9404863.51,1.04,1.601032219,5874250
P00466,Chrompet,1235,25-03-2014,2,1,4,Adj Land,No,1/4/1986,House,ELO,No Access,RH,4.1,4.1,4.4,4.19,263974,127987,10947457.55,1.04,1.36856905,7999200
P00009,Chrompet,794,13-02-2015,1,1,2,Family,No,22-02-1977,House,AllPub,Gravel,RH,2,3.3,2.5,2.67,216394,47336,8898725.471,1.04,1.315931779,6762300
P09808,Velachery,1718,30-05-2005,2,1,4,Family,No,1/6/1999,Commercial,AllPub,No Access,A,2.2,3,2.9,2.77,357415,250190,23206935.88,1.04,1.947900496,11913820
P05562,Adyar,728,3/2/2010,1,1,2,Normal Sale,No,8/2/1990,Commercial,AllPub,Paved,I,2.2,2.7,2.2,2.3,345583,27283,14560267.31,1.04,1.601032219,9094300
P05894,Velachery,1948,3/12/2009,3,2,5,Ab Normal,No,10/12/1983,House,NoSewer ,Gravel,C,3.9,3.1,4.1,3.6,359541,62920,14966546.52,1.04,1.665073507,8988520
P01265,T Nagar,1863,17-09-2012,2,1,5,Family,No,25-09-1980,Others,NoSewer ,Gravel,RL,4.3,4.9,2.5,3.64,459107,250422,20593646.97,1.04,1.480244285,13912330
P02811,Velachery,1528,21-07-2011,2,1,4,Adj Land,No,24-07-1997,Others,AllPub,No Access,C,3.4,3.6,4.7,3.88,275894,63061,12135023.7,1.04,1.539454056,7882680
P07939,Chrompet,1278,17-06-2008,2,1,4,Ab Normal,No,21-06-1995,Others,NoSewer ,Gravel,RL,2.5,4.3,4.8,3.91,285487,137457,18310071.4,1.04,1.731676448,10573610
P05874,Karapakkam,731,6/12/2009,1,1,2,Partial,No,16-12-1969,Others,ELO,Paved,RM,3.4,4.4,4.3,4.06,195764,146823,10186295.32,1.04,1.665073507,6117625
P02033,Anna Nagar,1757,22-12-2011,1,1,4,Family,No,25-12-1998,Others,NoSewer ,Paved,RM,2.1,3.9,3,2.91,368163,190899,20991487.49,1.04,1.539454056,13635670
P05069,Chrompet,870,5/5/2010,1,1,3,Adj Land,No,10/5/1989,House,ELO,No Access,RL,4.8,3.9,3.3,3.99,202579,36175,11583388.05,1.04,1.601032219,7234950
P01189,Chrompet,1035,6/11/2012,1,,3,Partial,No,14-11-1981,Others,NoSewer ,No Access,RM,2.3,3.5,3.2,3.05,223403,24823,12247837.26,1.04,1.480244285,8274200
P04701,KK Nagar,2205,16-07-2010,3,2,5,Ab Normal,No,22-07-1987,Commercial,AllPub,Paved,RH,2.8,3.8,4.6,3.82,494204,230628,26374540.21,1.04,1.601032219,16473460
P05609,Chrompet,709,26-01-2010,1,1,2,Adj Land,No,30-01-1994,Commercial,AllPub,Gravel,RM,4.4,2,3.3,3.11,280765,78614,17980552.43,1.04,1.601032219,11230600
P06375,Karapakkam,1206,3/9/2009,1,1,3,Normal Sale,No,8/9/1989,Others,ELO,No Access,I,3.4,2.4,4.9,3.7,241595,97788,9577919.082,1.04,1.665073507,5752250
P01293,Anna Nagar,1690,25-08-2012,1,1,4,Adj Land,No,30-08-1992,Commercial,NoSewer ,No Access,RM,2.4,2.9,3.5,2.965,520035,288908,28510319.06,1.04,1.480244285,19260550
P08399,Adyar,786,14-01-2008,1,1,2,Family,No,16-01-1997,House,NoSewer ,Paved,RH,3.7,2,4.1,3.56,246570,14090,12199426.8,1.04,1.731676448,7044865
P05770,Chrompet,1136,25-12-2009,1,1,3,Family,No,30-12-1991,House,NoSewer ,Paved,RL,3.6,4.5,3.7,3.99,285645,129839,14412709.77,1.04,1.665073507,8655900
P04586,Chrompet,1268,5/8/2010,2,1,4,Family,No,9/8/1992,Commercial,NoSewer ,No Access,RM,4.9,2.1,2,2.91,433470,139829,22387073.41,1.04,1.601032219,13982900
P03115,Chrompet,1034,24-05-2011,1,1,3,Ab Normal,No,30-05-1987,Commercial,NoSewer ,No Access,RM,2.4,4.1,4.9,3.83,397762,48214,18555655.52,1.04,1.539454056,12053400
P07815,KK Nagar,2273,24-07-2008,4,2,6,Ab Normal,No,26-07-2002,House,AllPub,Gravel,RL,4,3.1,2.3,3.05,442169,262911,20694434.02,1.04,1.731676448,11950520
P06307,Chrompet,956,16-09-2009,1,1,3,Adj Land,No,23-09-1980,Others,AllPub,Gravel,RM,2.2,3.3,4.1,3.21,326458,158283,16472022.73,1.04,1.665073507,9892670
P08527,Adyar,939,20-11-2007,1,1,3,Adj Land,No,29-11-1970,Others,ELO,Gravel,I,2.2,4.6,4.8,3.98,275959,16233,14617276.92,1.04,1.800943506,8116455
P02972,KK Nagar,1938,21-06-2011,3,2,5,Family,No,28-06-1981,House,NoSewer ,Paved,RM,4,2,2.5,2.8,447084,162576,15642392.67,1.04,1.539454056,10161000
P01467,T Nagar,1920,19-04-2012,2,1,5,Ab Normal,No,24-04-1993,Others,ELO,Gravel,RL,2,4.4,2.8,2.96,550566,159374,21446637.74,1.04,1.480244285,14488580
P01662,Karapakkam,525,29-02-2012,1,1,2,Family,No,11/3/1971,House,NoSewer ,Paved,RL,4.6,2.6,3.3,3.48,164348,114546,7371986.6,1.04,1.480244285,4980250
P04201,Velachery,1829,18-10-2010,3,2,5,Family,No,26-10-1976,Commercial,AllPub,No Access,C,4,2.9,2.8,3.15,498211,140521,20452594.21,1.04,1.601032219,12774630
P08775,Anna Nagar,1911,24-08-2007,2,1,5,Family,No,1/9/1973,House,NoSewer ,No Access,RH,2.8,3.9,4.3,3.675,444845,155696,20028526.85,1.04,1.800943506,11121130
P05800,Chrompet,893,20-12-2009,1,1,3,Partial,No,27-12-1981,House,NoSewer ,Paved,RM,2.8,4.8,4.8,4.2,208842,96389,13374536.44,1.04,1.665073507,8032400
P09728,Velachery,1973,3/11/2005,3,2,5,Normal Sale,No,5/11/1997,Commercial,NoSewer ,No Access,RM,2,5,4.6,4.13,575556,246667,32032171.78,1.04,1.947900496,16444460
P02374,Chrompet,1050,16-10-2011,1,1,3,Ab Normal,No,20-10-1993,House,NoSewer ,No Access,RL,2.8,2.9,4,3.2,208832,30938,11906907.4,1.04,1.539454056,7734500
P03641,Velachery,1779,9/2/2011,2,1,4,Partial,No,20-02-1965,Commercial,NoSewer ,Gravel,I,3.9,2.7,4.7,3.6,486573,162191,20807137.87,1.04,1.539454056,13515920
P08487,Adyar,1078,13-12-2007,1,1,3,Family,No,15-12-1997,Commercial,NoSewer ,Gravel,I,2.2,3.4,4,3.34,450308,62543,22527191.89,1.04,1.800943506,12508550
P06892,Adyar,706,27-04-2009,1,1,2,Normal Sale,No,30-04-1999,Others,AllPub,No Access,A,2.7,3.2,2.1,2.5,193150,19315,8040223.698,1.04,1.665073507,4828750
P02807,Karapakkam,1057,22-07-2011,1,1,3,Partial,No,27-07-1990,Others,NoSewer ,No Access,A,3.8,3.7,4.7,4.13,154776,71435,6109515.854,1.04,1.539454056,3968625
P08012,KK Nagar,2202,22-05-2008,3,2,5,Ab Normal,No,28-05-1984,Commercial,NoSewer ,Paved,RH,3.3,4.6,2.5,3.37,743023,339206,27971215.52,1.04,1.731676448,16152680
P07297,Chrompet,1068,27-12-2008,1,1,3,Partial,No,28-12-2004,Commercial,ELO,Gravel,RM,3.9,2.4,3.9,3.3,389377,53707,23250873.33,1.04,1.731676448,13426800
P01786,Anna Nagar,1673,9/2/2012,1,1,4,Family,No,20-02-1968,House,NoSewer ,Paved,RM,2.5,4.6,2.6,3.065,417767,174069,17177687.24,1.04,1.480244285,11604630
P00827,Chrompet,803,29-06-2013,1,1,3,Ab Normal,No,1/7/2005,Others,NoSewer ,No Access,RH,2,3.9,3.5,3.21,184197,27288,9709989.749,1.04,1.423311812,6822110
P06870,Adyar,1241,2/5/2009,2,2,4,Adj Land,No,4/5/2002,House,ELO,No Access,RM,2.6,2.4,4.4,3.46,342394,100704,16767964.57,1.04,1.665073507,10070405
P05077,Adyar,779,4/5/2010,1,1,2,Partial,No,11/5/1981,Commercial,ELO,Paved,I,3.8,4.9,3.2,3.72,318691,79673,14173193.75,1.04,1.601032219,8852535
P04430,Adyar,1104,2/9/2010,1,1,3,Family,No,3/9/2005,House,NoSewer ,Gravel,RH,3.5,4.9,3.8,3.93,345035,136198,14537172.42,1.04,1.601032219,9079875
P07085,Chrompet,1148,2/3/2009,1,1,3,Normal Sale,No,8/3/1986,House,NoSewer ,Paved,RL,4.7,3.4,2.9,3.64,278069,43448,14468906,1.04,1.665073507,8689650
P00838,T Nagar,1781,22-06-2013,1,1,4,Adj Land,No,2/7/1973,Others,NoSewer ,Paved,RL,4.9,4.9,4.6,4.765,420986,81481,19328830.61,1.04,1.423311812,13580180
P09429,Chrompet,951,11/12/2006,1,1,3,Ab Normal,No,14-12-1993,Commercial,NoSewer ,No Access,RH,3.5,2.6,2.8,2.93,267887,123640,19297981.32,1.04,1.872981246,10303350
P03644,Chrompet,1189,9/2/2011,1,1,3,Ab Normal,No,11/2/2004,Commercial,NoSewer ,Gravel,RM,2.4,2,3.9,2.69,439370,131811,22546305.3,1.04,1.539454056,14645650
P00171,Chrompet,1136,25-10-2014,1,1,3,Family,No,30-10-1995,Others,NoSewer ,No Access,RL,2.2,2.8,3.8,2.92,283080,120094,11739817.97,1.04,1.36856905,8578170
P08960,Adyar,1059,3/6/2007,1,1,3,Partial,No,11/6/1975,House,NoSewer ,Gravel,A,2.3,2.6,2.5,2.46,229854,80760,11187965.32,1.04,1.800943506,6212280
P09968,Velachery,1834,19-06-2004,3,2,5,Partial,No,27-06-1974,Commercial,NoSewer ,No Access,RH,4,4.3,4.1,4.17,508630,219948,27848393.18,1.04,2.025816515,13746750
P06935,Velachery,1609,14-04-2009,2,1,4,Partial,No,19-04-1991,House,ELO,Paved,RL,3.8,3.3,2.8,3.28,288935,183868,14578734.25,1.04,1.665073507,8755610
P01240,Anna Nagar,1845,4/10/2012,2,1,5,Ab Normal,No,15-10-1970,Commercial,NoSewer ,Gravel,RM,2.7,2.3,2.6,2.56,691035,167524,30996966.63,1.04,1.480244285,20940440
P02229,KK Nagar,2403,11/11/2011,4,2,6,Family,No,13-11-2003,Commercial,AllPub,Paved,RL,5,3.2,4.1,4.1,683907,166356,28455207.2,1.04,1.539454056,18483960
P00949,Chrompet,841,13-04-2013,1,1,3,Family,No,16-04-2002,Commercial,AllPub,No Access,RM,2.1,3.6,4.6,3.45,339061,76562,15567401.78,1.04,1.423311812,10937450
P01260,Chrompet,1083,21-09-2012,1,1,3,Family,No,25-09-1999,Others,AllPub,No Access,RL,4.6,3,3.4,3.6,250620,103705,12792359.92,1.04,1.480244285,8642060
P02903,Velachery,1721,2/7/2011,2,1,4,Normal Sale,No,8/7/1986,House,NoSewer ,No Access,RL,3.7,5,4.3,4.47,290355,158376,13545117.43,1.04,1.539454056,8798650
P00845,Chrompet,974,19-06-2013,1,1,3,Partial,No,21-06-2006,Commercial,NoSewer ,Paved,RL,4.4,4.2,4.1,4.23,342567,200815,16813084.28,1.04,1.423311812,11812650
P08103,Adyar,827,25-04-2008,1,1,3,Ab Normal,No,28-04-1999,Others,ELO,Gravel,A,2.1,2.5,3.2,2.73,228547,6349,10993608.54,1.04,1.731676448,6348535
P02113,Chrompet,742,9/12/2011,1,1,2,Ab Normal,No,10/12/2005,House,NoSewer ,No Access,RL,3,3.2,4.8,3.62,168128,94151,10352982.47,1.04,1.539454056,6725100
P04855,Chrompet,960,18-06-2010,1,1,3,Ab Normal,No,21-06-1999,Others,ELO,Paved,RH,4.5,3.2,5,4.13,254990,95621,12757745.18,1.04,1.601032219,7968450
P09492,T Nagar,1538,12/11/2006,1,1,4,Ab Normal,No,16-11-1988,Commercial,NoSewer ,No Access,RM,2.5,2.2,2.3,2.335,614614,122923,32890318.6,1.04,1.872981246,17560410
P04512,Karapakkam,1201,16-08-2010,1,1,3,Partial,No,25-08-1972,Others,AllPub,Gravel,RM,3.3,2.1,2,2.42,339946,149245,13274758.51,1.04,1.601032219,8291375
P08864,Adyar,668,21-07-2007,1,1,2,Normal Sale,No,25-07-1988,House,ELO,Gravel,A,2.1,4.7,4.4,3.77,197999,15231,9143183.069,1.04,1.800943506,5076885
P04575,Velachery,1545,6/8/2010,2,1,4,Ab Normal,No,7/8/2004,Others,NoSewer ,Gravel,C,2.5,3.3,4.9,3.58,275973,155235,13807574.03,1.04,1.601032219,8624170
P02392,Adyar,1206,14-10-2011,2,2,4,Ab Normal,No,16-10-2000,Others,ELO,Paved,C,3.3,3.8,4.2,3.85,327575,92393,12930436.52,1.04,1.539454056,8399365
P04316,Velachery,1694,23-09-2010,2,1,4,Partial,No,6/10/1957,Commercial,AllPub,Gravel,RM,3.7,4.7,2.9,3.91,520386,252759,23804403.19,1.04,1.601032219,14868160
P00887,Anna Nagar,1656,24-05-2013,1,1,4,Normal Sale,No,28-05-1998,House,NoSewer ,Gravel,RM,2.6,4,3.6,3.35,374593,77502,18384918.68,1.04,1.423311812,12917000
P09119,Velachery,1840,2/4/2007,3,2,5,Normal Sale,No,4/4/1999,Others,NoSewer ,No Access,C,4.8,3,2.6,3.33,334092,154196,15427710.5,1.04,1.800943506,8566460
